pair_id,persona_id,comparison_id,normal_judgment,swapped_judgment,is_consistent,consistency_type
451_1,451,1,x_higher_than_y,similar,False,inconsistent
451_10,451,10,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_11,451,11,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_12,451,12,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_13,451,13,x_higher_than_y,similar,False,inconsistent
451_14,451,14,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_15,451,15,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_16,451,16,similar,similar,True,both_similar
451_17,451,17,similar,similar,True,both_similar
451_18,451,18,similar,similar,True,both_similar
451_19,451,19,x_higher_than_y,similar,False,inconsistent
451_2,451,2,similar,x_higher_than_y,False,inconsistent
451_20,451,20,similar,similar,True,both_similar
451_21,451,21,x_higher_than_y,x_higher_than_y,False,inconsistent
451_22,451,22,y_higher_than_x,y_higher_than_x,False,inconsistent
451_23,451,23,x_higher_than_y,x_higher_than_y,False,inconsistent
451_24,451,24,similar,similar,True,both_similar
451_25,451,25,x_higher_than_y,similar,False,inconsistent
451_26,451,26,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_27,451,27,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_28,451,28,y_higher_than_x,y_higher_than_x,False,inconsistent
451_29,451,29,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_3,451,3,similar,y_higher_than_x,False,inconsistent
451_30,451,30,similar,x_higher_than_y,False,inconsistent
451_31,451,31,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_32,451,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_33,451,33,similar,x_higher_than_y,False,inconsistent
451_34,451,34,x_higher_than_y,similar,False,inconsistent
451_35,451,35,x_higher_than_y,similar,False,inconsistent
451_36,451,36,y_higher_than_x,similar,False,inconsistent
451_37,451,37,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_38,451,38,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_39,451,39,x_higher_than_y,y_higher_than_x,True,properly_flipped
451_4,451,4,y_higher_than_x,similar,False,inconsistent
451_40,451,40,x_higher_than_y,similar,False,inconsistent
451_41,451,41,x_higher_than_y,similar,False,inconsistent
451_42,451,42,x_higher_than_y,similar,False,inconsistent
451_43,451,43,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_44,451,44,x_higher_than_y,similar,False,inconsistent
451_45,451,45,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_46,451,46,x_higher_than_y,similar,False,inconsistent
451_47,451,47,y_higher_than_x,x_higher_than_y,True,properly_flipped
451_48,451,48,similar,y_higher_than_x,False,inconsistent
451_49,451,49,similar,similar,True,both_similar
451_5,451,5,x_higher_than_y,similar,False,inconsistent
451_6,451,6,similar,y_higher_than_x,False,inconsistent
451_7,451,7,x_higher_than_y,similar,False,inconsistent
451_8,451,8,x_higher_than_y,similar,False,inconsistent
451_9,451,9,similar,similar,True,both_similar
452_0,452,0,y_higher_than_x,similar,False,inconsistent
452_1,452,1,y_higher_than_x,y_higher_than_x,False,inconsistent
452_10,452,10,similar,similar,True,both_similar
452_11,452,11,x_higher_than_y,x_higher_than_y,False,inconsistent
452_12,452,12,y_higher_than_x,similar,False,inconsistent
452_13,452,13,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_14,452,14,y_higher_than_x,y_higher_than_x,False,inconsistent
452_15,452,15,similar,similar,True,both_similar
452_16,452,16,similar,similar,True,both_similar
452_17,452,17,y_higher_than_x,similar,False,inconsistent
452_18,452,18,x_higher_than_y,similar,False,inconsistent
452_19,452,19,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_2,452,2,similar,similar,True,both_similar
452_20,452,20,similar,similar,True,both_similar
452_21,452,21,similar,y_higher_than_x,False,inconsistent
452_22,452,22,similar,x_higher_than_y,False,inconsistent
452_23,452,23,x_higher_than_y,similar,False,inconsistent
452_24,452,24,similar,similar,True,both_similar
452_25,452,25,similar,similar,True,both_similar
452_26,452,26,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_27,452,27,similar,similar,True,both_similar
452_28,452,28,y_higher_than_x,y_higher_than_x,False,inconsistent
452_29,452,29,x_higher_than_y,x_higher_than_y,False,inconsistent
452_3,452,3,similar,similar,True,both_similar
452_30,452,30,similar,x_higher_than_y,False,inconsistent
452_31,452,31,similar,similar,True,both_similar
452_32,452,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
452_33,452,33,x_higher_than_y,y_higher_than_x,True,properly_flipped
452_34,452,34,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_35,452,35,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_36,452,36,similar,similar,True,both_similar
452_37,452,37,x_higher_than_y,y_higher_than_x,True,properly_flipped
452_38,452,38,similar,y_higher_than_x,False,inconsistent
452_39,452,39,similar,similar,True,both_similar
452_4,452,4,y_higher_than_x,similar,False,inconsistent
452_40,452,40,x_higher_than_y,similar,False,inconsistent
452_41,452,41,similar,similar,True,both_similar
452_42,452,42,similar,x_higher_than_y,False,inconsistent
452_43,452,43,similar,x_higher_than_y,False,inconsistent
452_44,452,44,x_higher_than_y,y_higher_than_x,True,properly_flipped
452_45,452,45,similar,y_higher_than_x,False,inconsistent
452_46,452,46,y_higher_than_x,y_higher_than_x,False,inconsistent
452_47,452,47,x_higher_than_y,y_higher_than_x,True,properly_flipped
452_48,452,48,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_49,452,49,y_higher_than_x,x_higher_than_y,True,properly_flipped
452_5,452,5,x_higher_than_y,similar,False,inconsistent
452_6,452,6,y_higher_than_x,y_higher_than_x,False,inconsistent
452_7,452,7,x_higher_than_y,x_higher_than_y,False,inconsistent
452_8,452,8,x_higher_than_y,y_higher_than_x,True,properly_flipped
452_9,452,9,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_0,453,0,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_1,453,1,x_higher_than_y,x_higher_than_y,False,inconsistent
453_10,453,10,similar,similar,True,both_similar
453_11,453,11,y_higher_than_x,y_higher_than_x,False,inconsistent
453_12,453,12,similar,y_higher_than_x,False,inconsistent
453_13,453,13,similar,x_higher_than_y,False,inconsistent
453_14,453,14,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_15,453,15,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_16,453,16,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_17,453,17,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_18,453,18,similar,x_higher_than_y,False,inconsistent
453_19,453,19,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_2,453,2,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_20,453,20,similar,x_higher_than_y,False,inconsistent
453_21,453,21,similar,similar,True,both_similar
453_22,453,22,x_higher_than_y,x_higher_than_y,False,inconsistent
453_23,453,23,y_higher_than_x,similar,False,inconsistent
453_24,453,24,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_25,453,25,similar,similar,True,both_similar
453_26,453,26,similar,similar,True,both_similar
453_27,453,27,similar,x_higher_than_y,False,inconsistent
453_28,453,28,similar,similar,True,both_similar
453_29,453,29,similar,x_higher_than_y,False,inconsistent
453_3,453,3,similar,similar,True,both_similar
453_30,453,30,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_31,453,31,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_32,453,32,x_higher_than_y,similar,False,inconsistent
453_33,453,33,y_higher_than_x,y_higher_than_x,False,inconsistent
453_34,453,34,y_higher_than_x,y_higher_than_x,False,inconsistent
453_35,453,35,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_36,453,36,similar,x_higher_than_y,False,inconsistent
453_37,453,37,x_higher_than_y,y_higher_than_x,True,properly_flipped
453_38,453,38,x_higher_than_y,x_higher_than_y,False,inconsistent
453_39,453,39,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_4,453,4,y_higher_than_x,y_higher_than_x,False,inconsistent
453_40,453,40,similar,y_higher_than_x,False,inconsistent
453_41,453,41,similar,similar,True,both_similar
453_42,453,42,similar,x_higher_than_y,False,inconsistent
453_43,453,43,y_higher_than_x,y_higher_than_x,False,inconsistent
453_44,453,44,similar,similar,True,both_similar
453_45,453,45,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_46,453,46,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_47,453,47,similar,x_higher_than_y,False,inconsistent
453_48,453,48,similar,similar,True,both_similar
453_49,453,49,similar,similar,True,both_similar
453_5,453,5,y_higher_than_x,x_higher_than_y,True,properly_flipped
453_6,453,6,similar,x_higher_than_y,False,inconsistent
453_7,453,7,x_higher_than_y,similar,False,inconsistent
453_8,453,8,similar,x_higher_than_y,False,inconsistent
453_9,453,9,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_0,454,0,similar,similar,True,both_similar
454_1,454,1,y_higher_than_x,similar,False,inconsistent
454_10,454,10,x_higher_than_y,similar,False,inconsistent
454_11,454,11,similar,y_higher_than_x,False,inconsistent
454_12,454,12,similar,y_higher_than_x,False,inconsistent
454_13,454,13,x_higher_than_y,similar,False,inconsistent
454_14,454,14,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_15,454,15,x_higher_than_y,similar,False,inconsistent
454_16,454,16,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_17,454,17,similar,similar,True,both_similar
454_18,454,18,y_higher_than_x,y_higher_than_x,False,inconsistent
454_19,454,19,x_higher_than_y,similar,False,inconsistent
454_2,454,2,similar,similar,True,both_similar
454_20,454,20,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_21,454,21,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_22,454,22,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_23,454,23,x_higher_than_y,x_higher_than_y,False,inconsistent
454_24,454,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_25,454,25,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_26,454,26,x_higher_than_y,similar,False,inconsistent
454_27,454,27,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_28,454,28,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_29,454,29,x_higher_than_y,similar,False,inconsistent
454_3,454,3,y_higher_than_x,similar,False,inconsistent
454_30,454,30,x_higher_than_y,similar,False,inconsistent
454_31,454,31,similar,x_higher_than_y,False,inconsistent
454_32,454,32,similar,x_higher_than_y,False,inconsistent
454_33,454,33,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_34,454,34,similar,similar,True,both_similar
454_35,454,35,x_higher_than_y,similar,False,inconsistent
454_36,454,36,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_37,454,37,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_38,454,38,similar,y_higher_than_x,False,inconsistent
454_39,454,39,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_4,454,4,x_higher_than_y,similar,False,inconsistent
454_40,454,40,y_higher_than_x,y_higher_than_x,False,inconsistent
454_41,454,41,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_42,454,42,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_43,454,43,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_44,454,44,similar,similar,True,both_similar
454_45,454,45,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_46,454,46,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_47,454,47,similar,similar,True,both_similar
454_48,454,48,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_49,454,49,similar,similar,True,both_similar
454_5,454,5,y_higher_than_x,similar,False,inconsistent
454_6,454,6,y_higher_than_x,similar,False,inconsistent
454_7,454,7,x_higher_than_y,y_higher_than_x,True,properly_flipped
454_8,454,8,y_higher_than_x,x_higher_than_y,True,properly_flipped
454_9,454,9,x_higher_than_y,similar,False,inconsistent
455_0,455,0,y_higher_than_x,similar,False,inconsistent
455_1,455,1,similar,x_higher_than_y,False,inconsistent
455_10,455,10,similar,similar,True,both_similar
455_11,455,11,similar,similar,True,both_similar
455_12,455,12,similar,similar,True,both_similar
455_13,455,13,y_higher_than_x,y_higher_than_x,False,inconsistent
455_14,455,14,similar,x_higher_than_y,False,inconsistent
455_15,455,15,x_higher_than_y,y_higher_than_x,True,properly_flipped
455_16,455,16,similar,x_higher_than_y,False,inconsistent
455_17,455,17,similar,x_higher_than_y,False,inconsistent
455_18,455,18,similar,similar,True,both_similar
455_19,455,19,y_higher_than_x,similar,False,inconsistent
455_2,455,2,similar,y_higher_than_x,False,inconsistent
455_20,455,20,y_higher_than_x,y_higher_than_x,False,inconsistent
455_21,455,21,x_higher_than_y,y_higher_than_x,True,properly_flipped
455_22,455,22,x_higher_than_y,similar,False,inconsistent
455_23,455,23,x_higher_than_y,similar,False,inconsistent
455_24,455,24,similar,y_higher_than_x,False,inconsistent
455_25,455,25,x_higher_than_y,similar,False,inconsistent
455_26,455,26,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_27,455,27,similar,similar,True,both_similar
455_28,455,28,similar,x_higher_than_y,False,inconsistent
455_29,455,29,similar,similar,True,both_similar
455_3,455,3,similar,similar,True,both_similar
455_30,455,30,similar,x_higher_than_y,False,inconsistent
455_31,455,31,similar,y_higher_than_x,False,inconsistent
455_32,455,32,similar,similar,True,both_similar
455_33,455,33,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_34,455,34,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_35,455,35,y_higher_than_x,y_higher_than_x,False,inconsistent
455_36,455,36,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_37,455,37,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_38,455,38,similar,similar,True,both_similar
455_39,455,39,y_higher_than_x,y_higher_than_x,False,inconsistent
455_4,455,4,x_higher_than_y,x_higher_than_y,False,inconsistent
455_40,455,40,similar,similar,True,both_similar
455_41,455,41,similar,similar,True,both_similar
455_42,455,42,x_higher_than_y,y_higher_than_x,True,properly_flipped
455_43,455,43,similar,x_higher_than_y,False,inconsistent
455_44,455,44,x_higher_than_y,y_higher_than_x,True,properly_flipped
455_45,455,45,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_46,455,46,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_47,455,47,x_higher_than_y,y_higher_than_x,True,properly_flipped
455_48,455,48,similar,similar,True,both_similar
455_49,455,49,y_higher_than_x,x_higher_than_y,True,properly_flipped
455_5,455,5,similar,similar,True,both_similar
455_6,455,6,y_higher_than_x,y_higher_than_x,False,inconsistent
455_7,455,7,y_higher_than_x,similar,False,inconsistent
455_8,455,8,y_higher_than_x,similar,False,inconsistent
455_9,455,9,x_higher_than_y,y_higher_than_x,True,properly_flipped
456_0,456,0,similar,similar,True,both_similar
456_1,456,1,y_higher_than_x,y_higher_than_x,False,inconsistent
456_10,456,10,similar,similar,True,both_similar
456_11,456,11,x_higher_than_y,x_higher_than_y,False,inconsistent
456_12,456,12,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_13,456,13,similar,y_higher_than_x,False,inconsistent
456_14,456,14,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_15,456,15,similar,x_higher_than_y,False,inconsistent
456_16,456,16,x_higher_than_y,y_higher_than_x,True,properly_flipped
456_17,456,17,similar,similar,True,both_similar
456_18,456,18,x_higher_than_y,x_higher_than_y,False,inconsistent
456_19,456,19,similar,similar,True,both_similar
456_2,456,2,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_20,456,20,similar,similar,True,both_similar
456_21,456,21,x_higher_than_y,similar,False,inconsistent
456_22,456,22,y_higher_than_x,y_higher_than_x,False,inconsistent
456_23,456,23,similar,similar,True,both_similar
456_24,456,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
456_25,456,25,similar,x_higher_than_y,False,inconsistent
456_26,456,26,similar,x_higher_than_y,False,inconsistent
456_27,456,27,similar,x_higher_than_y,False,inconsistent
456_28,456,28,similar,x_higher_than_y,False,inconsistent
456_29,456,29,similar,similar,True,both_similar
456_3,456,3,similar,x_higher_than_y,False,inconsistent
456_30,456,30,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_31,456,31,similar,similar,True,both_similar
456_32,456,32,similar,similar,True,both_similar
456_33,456,33,similar,y_higher_than_x,False,inconsistent
456_34,456,34,similar,similar,True,both_similar
456_35,456,35,similar,y_higher_than_x,False,inconsistent
456_36,456,36,similar,similar,True,both_similar
456_37,456,37,similar,x_higher_than_y,False,inconsistent
456_38,456,38,x_higher_than_y,similar,False,inconsistent
456_39,456,39,x_higher_than_y,x_higher_than_y,False,inconsistent
456_4,456,4,x_higher_than_y,y_higher_than_x,True,properly_flipped
456_40,456,40,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_41,456,41,y_higher_than_x,y_higher_than_x,False,inconsistent
456_42,456,42,x_higher_than_y,y_higher_than_x,True,properly_flipped
456_43,456,43,similar,x_higher_than_y,False,inconsistent
456_44,456,44,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_45,456,45,similar,x_higher_than_y,False,inconsistent
456_46,456,46,similar,similar,True,both_similar
456_47,456,47,similar,similar,True,both_similar
456_48,456,48,similar,x_higher_than_y,False,inconsistent
456_49,456,49,x_higher_than_y,similar,False,inconsistent
456_5,456,5,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_6,456,6,x_higher_than_y,y_higher_than_x,True,properly_flipped
456_7,456,7,y_higher_than_x,x_higher_than_y,True,properly_flipped
456_8,456,8,similar,x_higher_than_y,False,inconsistent
456_9,456,9,x_higher_than_y,similar,False,inconsistent
457_0,457,0,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_1,457,1,y_higher_than_x,similar,False,inconsistent
457_10,457,10,similar,similar,True,both_similar
457_11,457,11,similar,y_higher_than_x,False,inconsistent
457_12,457,12,y_higher_than_x,similar,False,inconsistent
457_13,457,13,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_14,457,14,similar,similar,True,both_similar
457_15,457,15,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_16,457,16,x_higher_than_y,similar,False,inconsistent
457_17,457,17,similar,similar,True,both_similar
457_18,457,18,similar,similar,True,both_similar
457_19,457,19,x_higher_than_y,similar,False,inconsistent
457_2,457,2,similar,similar,True,both_similar
457_20,457,20,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_21,457,21,x_higher_than_y,similar,False,inconsistent
457_22,457,22,similar,y_higher_than_x,False,inconsistent
457_23,457,23,similar,x_higher_than_y,False,inconsistent
457_24,457,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_25,457,25,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_26,457,26,similar,x_higher_than_y,False,inconsistent
457_27,457,27,similar,similar,True,both_similar
457_28,457,28,similar,x_higher_than_y,False,inconsistent
457_29,457,29,similar,similar,True,both_similar
457_3,457,3,similar,x_higher_than_y,False,inconsistent
457_30,457,30,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_31,457,31,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_32,457,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_33,457,33,similar,similar,True,both_similar
457_34,457,34,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_35,457,35,x_higher_than_y,similar,False,inconsistent
457_36,457,36,y_higher_than_x,similar,False,inconsistent
457_37,457,37,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_38,457,38,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_39,457,39,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_4,457,4,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_40,457,40,y_higher_than_x,y_higher_than_x,False,inconsistent
457_41,457,41,similar,similar,True,both_similar
457_42,457,42,y_higher_than_x,similar,False,inconsistent
457_43,457,43,x_higher_than_y,x_higher_than_y,False,inconsistent
457_44,457,44,x_higher_than_y,y_higher_than_x,True,properly_flipped
457_45,457,45,x_higher_than_y,similar,False,inconsistent
457_46,457,46,similar,x_higher_than_y,False,inconsistent
457_47,457,47,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_48,457,48,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_49,457,49,x_higher_than_y,similar,False,inconsistent
457_5,457,5,y_higher_than_x,x_higher_than_y,True,properly_flipped
457_6,457,6,y_higher_than_x,y_higher_than_x,False,inconsistent
457_7,457,7,x_higher_than_y,similar,False,inconsistent
457_8,457,8,x_higher_than_y,similar,False,inconsistent
457_9,457,9,x_higher_than_y,similar,False,inconsistent
458_0,458,0,y_higher_than_x,y_higher_than_x,False,inconsistent
458_1,458,1,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_10,458,10,x_higher_than_y,similar,False,inconsistent
458_11,458,11,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_12,458,12,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_13,458,13,y_higher_than_x,similar,False,inconsistent
458_14,458,14,similar,x_higher_than_y,False,inconsistent
458_15,458,15,x_higher_than_y,similar,False,inconsistent
458_16,458,16,similar,x_higher_than_y,False,inconsistent
458_17,458,17,similar,x_higher_than_y,False,inconsistent
458_18,458,18,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_19,458,19,x_higher_than_y,x_higher_than_y,False,inconsistent
458_2,458,2,y_higher_than_x,similar,False,inconsistent
458_20,458,20,x_higher_than_y,similar,False,inconsistent
458_21,458,21,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_22,458,22,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_23,458,23,similar,similar,True,both_similar
458_24,458,24,similar,similar,True,both_similar
458_25,458,25,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_26,458,26,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_27,458,27,similar,x_higher_than_y,False,inconsistent
458_28,458,28,x_higher_than_y,x_higher_than_y,False,inconsistent
458_29,458,29,similar,similar,True,both_similar
458_3,458,3,x_higher_than_y,similar,False,inconsistent
458_30,458,30,similar,similar,True,both_similar
458_31,458,31,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_32,458,32,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_33,458,33,similar,similar,True,both_similar
458_34,458,34,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_35,458,35,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_36,458,36,similar,similar,True,both_similar
458_37,458,37,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_38,458,38,x_higher_than_y,x_higher_than_y,False,inconsistent
458_39,458,39,x_higher_than_y,similar,False,inconsistent
458_4,458,4,similar,similar,True,both_similar
458_40,458,40,similar,similar,True,both_similar
458_41,458,41,x_higher_than_y,similar,False,inconsistent
458_42,458,42,y_higher_than_x,y_higher_than_x,False,inconsistent
458_43,458,43,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_44,458,44,x_higher_than_y,y_higher_than_x,True,properly_flipped
458_45,458,45,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_46,458,46,y_higher_than_x,similar,False,inconsistent
458_47,458,47,similar,y_higher_than_x,False,inconsistent
458_48,458,48,similar,y_higher_than_x,False,inconsistent
458_49,458,49,y_higher_than_x,y_higher_than_x,False,inconsistent
458_5,458,5,similar,y_higher_than_x,False,inconsistent
458_6,458,6,x_higher_than_y,similar,False,inconsistent
458_7,458,7,y_higher_than_x,x_higher_than_y,True,properly_flipped
458_8,458,8,similar,similar,True,both_similar
458_9,458,9,x_higher_than_y,similar,False,inconsistent
459_0,459,0,y_higher_than_x,x_higher_than_y,True,properly_flipped
459_1,459,1,y_higher_than_x,similar,False,inconsistent
459_10,459,10,x_higher_than_y,y_higher_than_x,True,properly_flipped
459_11,459,11,similar,similar,True,both_similar
459_12,459,12,y_higher_than_x,x_higher_than_y,True,properly_flipped
459_13,459,13,x_higher_than_y,x_higher_than_y,False,inconsistent
459_14,459,14,y_higher_than_x,x_higher_than_y,True,properly_flipped
459_15,459,15,similar,x_higher_than_y,False,inconsistent
459_16,459,16,x_higher_than_y,y_higher_than_x,True,properly_flipped
459_17,459,17,x_higher_than_y,x_higher_than_y,False,inconsistent
459_18,459,18,x_higher_than_y,y_higher_than_x,True,properly_flipped
459_19,459,19,x_higher_than_y,similar,False,inconsistent
459_2,459,2,similar,x_higher_than_y,False,inconsistent
459_20,459,20,y_higher_than_x,similar,False,inconsistent
459_21,459,21,similar,x_higher_than_y,False,inconsistent
459_22,459,22,x_higher_than_y,similar,False,inconsistent
459_23,459,23,similar,x_higher_than_y,False,inconsistent
459_24,459,24,x_higher_than_y,similar,False,inconsistent
459_25,459,25,similar,x_higher_than_y,False,inconsistent
459_26,459,26,y_higher_than_x,x_higher_than_y,True,properly_flipped
459_27,459,27,similar,similar,True,both_similar
459_28,459,28,similar,y_higher_than_x,False,inconsistent
459_29,459,29,x_higher_than_y,x_higher_than_y,False,inconsistent
459_3,459,3,similar,similar,True,both_similar
459_30,459,30,similar,similar,True,both_similar
459_31,459,31,x_higher_than_y,y_higher_than_x,True,properly_flipped
459_32,459,32,similar,similar,True,both_similar
459_33,459,33,x_higher_than_y,x_higher_than_y,False,inconsistent
459_34,459,34,y_higher_than_x,similar,False,inconsistent
459_35,459,35,similar,x_higher_than_y,False,inconsistent
459_36,459,36,similar,similar,True,both_similar
459_37,459,37,x_higher_than_y,similar,False,inconsistent
459_38,459,38,similar,similar,True,both_similar
459_39,459,39,similar,similar,True,both_similar
459_4,459,4,x_higher_than_y,similar,False,inconsistent
459_40,459,40,similar,similar,True,both_similar
459_41,459,41,similar,x_higher_than_y,False,inconsistent
459_42,459,42,x_higher_than_y,similar,False,inconsistent
459_43,459,43,x_higher_than_y,similar,False,inconsistent
459_44,459,44,similar,y_higher_than_x,False,inconsistent
459_45,459,45,similar,x_higher_than_y,False,inconsistent
459_46,459,46,similar,y_higher_than_x,False,inconsistent
459_47,459,47,similar,similar,True,both_similar
459_48,459,48,similar,similar,True,both_similar
459_49,459,49,y_higher_than_x,x_higher_than_y,True,properly_flipped
459_5,459,5,similar,x_higher_than_y,False,inconsistent
459_6,459,6,similar,similar,True,both_similar
459_7,459,7,similar,y_higher_than_x,False,inconsistent
459_8,459,8,y_higher_than_x,similar,False,inconsistent
459_9,459,9,similar,similar,True,both_similar
45_0,45,0,x_higher_than_y,similar,False,inconsistent
45_1,45,1,x_higher_than_y,y_higher_than_x,True,properly_flipped
45_10,45,10,similar,x_higher_than_y,False,inconsistent
45_11,45,11,similar,y_higher_than_x,False,inconsistent
45_12,45,12,x_higher_than_y,similar,False,inconsistent
45_13,45,13,y_higher_than_x,x_higher_than_y,True,properly_flipped
45_14,45,14,x_higher_than_y,similar,False,inconsistent
45_15,45,15,similar,x_higher_than_y,False,inconsistent
45_16,45,16,y_higher_than_x,x_higher_than_y,True,properly_flipped
45_17,45,17,similar,y_higher_than_x,False,inconsistent
45_18,45,18,x_higher_than_y,y_higher_than_x,True,properly_flipped
45_19,45,19,x_higher_than_y,similar,False,inconsistent
45_2,45,2,similar,x_higher_than_y,False,inconsistent
45_20,45,20,similar,x_higher_than_y,False,inconsistent
45_21,45,21,y_higher_than_x,x_higher_than_y,True,properly_flipped
45_22,45,22,x_higher_than_y,x_higher_than_y,False,inconsistent
45_23,45,23,y_higher_than_x,x_higher_than_y,True,properly_flipped
45_24,45,24,x_higher_than_y,y_higher_than_x,True,properly_flipped
45_25,45,25,y_higher_than_x,x_higher_than_y,True,properly_flipped
45_26,45,26,similar,y_higher_than_x,False,inconsistent
45_27,45,27,y_higher_than_x,y_higher_than_x,False,inconsistent
45_28,45,28,y_higher_than_x,x_higher_than_y,True,properly_flipped
45_29,45,29,x_higher_than_y,y_higher_than_x,True,properly_flipped
45_3,45,3,x_higher_than_y,y_higher_than_x,True,properly_flipped
